species,action,action_code,emotion,valid_frames,total_frames,json_path
DOG,앉는 동작,SIT,편안/안정,13,91,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-023136.json
DOG,앉는 동작,SIT,편안/안정,13,110,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-090989.json
DOG,앉는 동작,SIT,행복/즐거움,13,104,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-061397.json
DOG,앉는 동작,SIT,편안/안정,13,98,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-042805.json
DOG,앉는 동작,SIT,불안/슬픔,13,75,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-058157.json
DOG,앉는 동작,SIT,행복/즐거움,13,91,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-091970.json
DOG,앉는 동작,SIT,편안/안정,13,96,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-073402.json
DOG,앉는 동작,SIT,편안/안정,13,100,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-068146.json
DOG,앉는 동작,SIT,편안/안정,13,112,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-080284.json
DOG,앉는 동작,SIT,편안/안정,13,120,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-081990.json
DOG,앉는 동작,SIT,편안/안정,13,138,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-011716.json
DOG,앉는 동작,SIT,편안/안정,13,109,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-099613.json
DOG,앉는 동작,SIT,편안/안정,13,103,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-069419.json
DOG,앉는 동작,SIT,편안/안정,13,98,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-022775.json
DOG,앉는 동작,SIT,편안/안정,13,81,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-015692.json
DOG,앉는 동작,SIT,편안/안정,13,125,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-079842.json
DOG,앉는 동작,SIT,행복/즐거움,13,116,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-015107.json
DOG,앉는 동작,SIT,편안/안정,13,99,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-036598.json
DOG,앉는 동작,SIT,행복/즐거움,13,105,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-101765.json
DOG,앉는 동작,SIT,편안/안정,13,86,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-029063.json
DOG,앉는 동작,SIT,편안/안정,13,97,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-078961.json
DOG,앉는 동작,SIT,편안/안정,13,83,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-072803.json
DOG,앉는 동작,SIT,편안/안정,13,97,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-024236.json
DOG,앉는 동작,SIT,편안/안정,13,100,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-090114.json
DOG,앉는 동작,SIT,편안/안정,13,146,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-078660.json
DOG,앉는 동작,SIT,편안/안정,13,109,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-044278.json
DOG,앉는 동작,SIT,편안/안정,13,78,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-066035.json
DOG,앉는 동작,SIT,편안/안정,13,91,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-013408.json
DOG,앉는 동작,SIT,불안/슬픔,13,86,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-012939.json
DOG,앉는 동작,SIT,편안/안정,13,104,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-102169.json
DOG,앉는 동작,SIT,편안/안정,13,106,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-101376.json
DOG,앉는 동작,SIT,편안/안정,13,86,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-091145.json
DOG,앉는 동작,SIT,편안/안정,13,95,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-088083.json
DOG,앉는 동작,SIT,편안/안정,13,88,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-092068.json
DOG,앉는 동작,SIT,행복/즐거움,13,107,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-053698.json
DOG,앉는 동작,SIT,편안/안정,13,88,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-001072.json
DOG,앉는 동작,SIT,편안/안정,13,113,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-092099.json
DOG,앉는 동작,SIT,편안/안정,13,109,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-069385.json
DOG,앉는 동작,SIT,편안/안정,13,101,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-101362.json
DOG,앉는 동작,SIT,편안/안정,13,131,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-080266.json
DOG,앉는 동작,SIT,편안/안정,13,136,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-029678.json
DOG,앉는 동작,SIT,편안/안정,13,88,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-101984.json
DOG,앉는 동작,SIT,편안/안정,13,115,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-044543.json
DOG,앉는 동작,SIT,화남/불쾌,13,85,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-004793.json
DOG,앉는 동작,SIT,화남/불쾌,13,97,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-051933.json
DOG,앉는 동작,SIT,불안/슬픔,13,114,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-016773.json
DOG,앉는 동작,SIT,편안/안정,13,77,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-045883.json
DOG,앉는 동작,SIT,불안/슬픔,13,72,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-064832.json
DOG,앉는 동작,SIT,편안/안정,13,95,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-093103.json
DOG,앉는 동작,SIT,행복/즐거움,13,97,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-090222.json
DOG,앉는 동작,SIT,편안/안정,13,92,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-090435.json
DOG,앉는 동작,SIT,편안/안정,13,114,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-088732.json
DOG,앉는 동작,SIT,편안/안정,13,117,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-049639.json
DOG,앉는 동작,SIT,편안/안정,13,102,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-091241.json
DOG,앉는 동작,SIT,편안/안정,13,100,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-079512.json
DOG,앉는 동작,SIT,편안/안정,13,86,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-045237.json
DOG,앉는 동작,SIT,편안/안정,13,103,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-087879.json
DOG,앉는 동작,SIT,행복/즐거움,13,133,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-035860.json
DOG,앉는 동작,SIT,편안/안정,13,96,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-098143.json
DOG,앉는 동작,SIT,편안/안정,13,106,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-101612.json
DOG,앉는 동작,SIT,행복/즐거움,13,107,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-052469.json
DOG,앉는 동작,SIT,편안/안정,13,144,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-006331.json
DOG,앉는 동작,SIT,편안/안정,13,95,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-085252.json
DOG,앉는 동작,SIT,편안/안정,13,106,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-073168.json
DOG,앉는 동작,SIT,편안/안정,13,107,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-099524.json
DOG,앉는 동작,SIT,편안/안정,13,89,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-015216.json
DOG,앉는 동작,SIT,편안/안정,13,79,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-067856.json
DOG,앉는 동작,SIT,편안/안정,13,97,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-088117.json
DOG,앉는 동작,SIT,편안/안정,13,90,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-016631.json
DOG,앉는 동작,SIT,행복/즐거움,13,95,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-012198.json
DOG,앉는 동작,SIT,편안/안정,13,92,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-063276.json
DOG,앉는 동작,SIT,편안/안정,13,79,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-017713.json
DOG,앉는 동작,SIT,편안/안정,13,117,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-099671.json
DOG,앉는 동작,SIT,편안/안정,13,90,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-014560.json
DOG,앉는 동작,SIT,편안/안정,13,88,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-092172.json
DOG,앉는 동작,SIT,편안/안정,13,110,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-085793.json
DOG,앉는 동작,SIT,편안/안정,13,95,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-015625.json
DOG,앉는 동작,SIT,편안/안정,13,115,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-089619.json
DOG,앉는 동작,SIT,행복/즐거움,13,89,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-050850.json
DOG,앉는 동작,SIT,편안/안정,13,114,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-073370.json
DOG,앉는 동작,SIT,편안/안정,13,98,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-098067.json
DOG,앉는 동작,SIT,편안/안정,13,96,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-085292.json
DOG,앉는 동작,SIT,행복/즐거움,13,105,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-099120.json
DOG,앉는 동작,SIT,행복/즐거움,13,100,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-063852.json
DOG,앉는 동작,SIT,편안/안정,13,103,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-025123.json
DOG,앉는 동작,SIT,편안/안정,13,96,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-045921.json
DOG,앉는 동작,SIT,행복/즐거움,13,79,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-012936.json
DOG,앉는 동작,SIT,편안/안정,13,93,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-087743.json
DOG,앉는 동작,SIT,편안/안정,13,94,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-090231.json
DOG,앉는 동작,SIT,행복/즐거움,13,103,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-011918.json
DOG,앉는 동작,SIT,불안/슬픔,13,79,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-073862.json
DOG,앉는 동작,SIT,편안/안정,13,100,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-081472.json
DOG,앉는 동작,SIT,편안/안정,13,84,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-072821.json
DOG,앉는 동작,SIT,편안/안정,13,108,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-069503.json
DOG,앉는 동작,SIT,편안/안정,13,131,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-013836.json
DOG,앉는 동작,SIT,불안/슬픔,13,106,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-013624.json
DOG,앉는 동작,SIT,편안/안정,13,85,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-033500.json
DOG,앉는 동작,SIT,편안/안정,13,94,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-092748.json
DOG,앉는 동작,SIT,편안/안정,13,96,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-098512.json
DOG,앉는 동작,SIT,편안/안정,13,81,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-031352.json
DOG,앉는 동작,SIT,행복/즐거움,13,98,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-043671.json
DOG,앉는 동작,SIT,행복/즐거움,13,99,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-027632.json
DOG,앉는 동작,SIT,편안/안정,13,97,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-091436.json
DOG,앉는 동작,SIT,편안/안정,13,85,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-007241.json
DOG,앉는 동작,SIT,편안/안정,13,108,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-099246.json
DOG,앉는 동작,SIT,편안/안정,13,94,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-080230.json
DOG,앉는 동작,SIT,행복/즐거움,13,87,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-022294.json
DOG,앉는 동작,SIT,행복/즐거움,13,102,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-069753.json
DOG,앉는 동작,SIT,편안/안정,13,103,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-101422.json
DOG,앉는 동작,SIT,행복/즐거움,13,83,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-091316.json
DOG,앉는 동작,SIT,편안/안정,13,75,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-054992.json
DOG,앉는 동작,SIT,편안/안정,13,99,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-099517.json
DOG,앉는 동작,SIT,편안/안정,13,97,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-037656.json
DOG,앉는 동작,SIT,편안/안정,13,100,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-089300.json
DOG,앉는 동작,SIT,편안/안정,13,88,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-087759.json
DOG,앉는 동작,SIT,행복/즐거움,13,83,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-052407.json
DOG,앉는 동작,SIT,편안/안정,13,100,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-087796.json
DOG,앉는 동작,SIT,편안/안정,13,99,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-098408.json
DOG,앉는 동작,SIT,편안/안정,13,98,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-073236.json
DOG,앉는 동작,SIT,편안/안정,13,81,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-071379.json
DOG,앉는 동작,SIT,편안/안정,13,96,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-091421.json
DOG,앉는 동작,SIT,편안/안정,13,86,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-090168.json
DOG,앉는 동작,SIT,편안/안정,13,97,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-093408.json
DOG,앉는 동작,SIT,편안/안정,13,91,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-083286.json
DOG,앉는 동작,SIT,편안/안정,13,114,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-049972.json
DOG,앉는 동작,SIT,편안/안정,13,102,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-084865.json
DOG,앉는 동작,SIT,편안/안정,13,108,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-078714.json
DOG,앉는 동작,SIT,편안/안정,13,89,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-080172.json
DOG,앉는 동작,SIT,편안/안정,13,103,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-069745.json
DOG,앉는 동작,SIT,편안/안정,13,78,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-101620.json
DOG,앉는 동작,SIT,편안/안정,13,86,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-080929.json
DOG,앉는 동작,SIT,편안/안정,13,105,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-046774.json
DOG,앉는 동작,SIT,편안/안정,13,144,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-017818.json
DOG,앉는 동작,SIT,불안/슬픔,13,107,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-089329.json
DOG,앉는 동작,SIT,편안/안정,13,87,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-099953.json
DOG,앉는 동작,SIT,편안/안정,13,120,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-051736.json
DOG,앉는 동작,SIT,편안/안정,13,80,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-027048.json
DOG,앉는 동작,SIT,편안/안정,13,86,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-079434.json
DOG,앉는 동작,SIT,편안/안정,13,98,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-098513.json
DOG,앉는 동작,SIT,편안/안정,13,101,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-082000.json
DOG,앉는 동작,SIT,편안/안정,13,85,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-098322.json
DOG,앉는 동작,SIT,편안/안정,13,103,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-069323.json
DOG,앉는 동작,SIT,편안/안정,13,77,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-052301.json
DOG,앉는 동작,SIT,불안/슬픔,13,123,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-052062.json
DOG,앉는 동작,SIT,편안/안정,13,161,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-069396.json
DOG,앉는 동작,SIT,편안/안정,13,85,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-098346.json
DOG,앉는 동작,SIT,편안/안정,13,110,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-063630.json
DOG,앉는 동작,SIT,편안/안정,13,88,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-081556.json
DOG,앉는 동작,SIT,불안/슬픔,13,106,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-061645.json
DOG,앉는 동작,SIT,편안/안정,13,103,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-090378.json
DOG,앉는 동작,SIT,편안/안정,13,86,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-012928.json
DOG,앉는 동작,SIT,편안/안정,13,91,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-085365.json
DOG,앉는 동작,SIT,편안/안정,13,83,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-058207.json
DOG,앉는 동작,SIT,편안/안정,13,124,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-016517.json
DOG,앉는 동작,SIT,편안/안정,13,89,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-091927.json
DOG,앉는 동작,SIT,편안/안정,13,77,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-055938.json
DOG,앉는 동작,SIT,편안/안정,13,111,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-069897.json
DOG,앉는 동작,SIT,편안/안정,13,91,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-081288.json
DOG,앉는 동작,SIT,편안/안정,13,99,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-091433.json
DOG,앉는 동작,SIT,행복/즐거움,13,91,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-063550.json
DOG,앉는 동작,SIT,행복/즐거움,13,82,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-055272.json
DOG,앉는 동작,SIT,편안/안정,13,83,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-101500.json
DOG,앉는 동작,SIT,편안/안정,13,84,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-046906.json
DOG,앉는 동작,SIT,편안/안정,13,106,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-099562.json
DOG,앉는 동작,SIT,편안/안정,13,127,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-091265.json
DOG,앉는 동작,SIT,편안/안정,13,123,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-024349.json
DOG,앉는 동작,SIT,편안/안정,13,73,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-065949.json
DOG,앉는 동작,SIT,편안/안정,13,110,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-047170.json
DOG,앉는 동작,SIT,편안/안정,13,102,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-026411.json
DOG,앉는 동작,SIT,편안/안정,13,89,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-026274.json
DOG,앉는 동작,SIT,화남/불쾌,13,107,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-068013.json
DOG,앉는 동작,SIT,편안/안정,13,94,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-091782.json
DOG,앉는 동작,SIT,편안/안정,13,81,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-017187.json
DOG,앉는 동작,SIT,편안/안정,13,100,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-022465.json
DOG,앉는 동작,SIT,편안/안정,13,110,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-085944.json
DOG,앉는 동작,SIT,편안/안정,13,111,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-069415.json
DOG,앉는 동작,SIT,편안/안정,13,106,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-079022.json
DOG,앉는 동작,SIT,불안/슬픔,13,120,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-045867.json
DOG,앉는 동작,SIT,불안/슬픔,13,89,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-068809.json
DOG,앉는 동작,SIT,편안/안정,13,93,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-046956.json
DOG,앉는 동작,SIT,편안/안정,13,103,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-087749.json
DOG,앉는 동작,SIT,편안/안정,13,96,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-080221.json
DOG,앉는 동작,SIT,편안/안정,13,91,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-091082.json
DOG,앉는 동작,SIT,행복/즐거움,13,166,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-019117.json
DOG,앉는 동작,SIT,행복/즐거움,13,91,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-015943.json
DOG,앉는 동작,SIT,편안/안정,13,105,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-080805.json
DOG,앉는 동작,SIT,편안/안정,13,103,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-079109.json
DOG,앉는 동작,SIT,행복/즐거움,13,102,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-069541.json
DOG,앉는 동작,SIT,편안/안정,13,81,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-023747.json
DOG,앉는 동작,SIT,편안/안정,13,76,/home/hajun/dev_ws/pet-care-robot/data/Training/DOG/labels/SIT/dog-sit-085406.json
